,Word,Tag
9258,2004,tim
9265,Islamabad,geo
9283,Kashmir,geo
9286,Pakistani,gpe
9291,Kashmir,geo
9314,India,org
9324,Iraqi,gpe
9344,Baghdad,geo
9345,Tuesday,tim
9364,U.S.,gpe
9393,Monday,tim
9418,Iraq,geo
9421,Monday,tim
9433,Iraqi,gpe
9437,Wael,per
9438,al-Rubaei,per
9444,Baghdad,geo
9446,Iran,geo
9449,Guardian,org
9450,Council,org
9458,United,org
9459,Nations,org
9478,U.N.,org
9479,Security,org
9480,Council,org
9485,Saturday,tim
9519,President,per
9520,Mahmoud,per
9521,Ahmadinejad,per
9532,Europe,gpe
9534,Iran,gpe
9547,August,tim
9550,Tehran,gpe
9563,Tehran,gpe
9588,Zambian,gpe
9593,President,per
9594,Levy,per
9595,Mwanawasa,per
9601,Information,per
9602,Minister,per
9603,Mike,per
9604,Mulongoti,per
9609,Thursday,tim
9622,President,per
9623,Mwanawasa,per
9630,Paris,geo
9640,Mr.,per
9641,Mwanawasa,per
9645,France,geo
9646,Tuesday,tim
9651,Sunday,tim
9654,Egypt,geo
9657,African,org
9658,Union,org
9670,Zimbabwe,geo
9676,Mr.,per
9677,Mwanawasa,per
9682,Zimbabwean,gpe
9683,President,per
9684,Robert,per
9685,Mugabe,per
9697,Harare,gpe
9699,Mr.,per
9700,Mwanawasa,per
9709,Zambia,gpe
9713,2002,tim
9723,Southern,org
9724,African,org
9725,Development,org
9726,Community,org
9737,U.S.,gpe
9738,President,per
9739,Barack,per
9740,Obama,per
9743,Gene,per
9744,Sperling,per
9751,National,org
9752,Economic,org
9753,Council,org
9763,Sperling,per
9769,President,per
9770,Bill,per
9771,Clinton,per
9777,Lawrence,per
9778,Summers,per
9788,Sperling,per
9797,Obama,per
9803,Treasury,per
9804,Secretary,per
9805,Timothy,per
9806,Geithner,per
9808,Mr.,per
9809,Obama,per
9813,Friday,tim
9824,Washington,geo
9826,D.C.,geo
9827,Sperling,per
9838,Obama,per
9851,House,org
9852,of,org
9853,Representatives,org
9865,2012,tim
9868,Thursday,tim
9870,Mr.,per
9871,Obama,per
9877,William,per
9878,Daley,per
9888,Rahm,per
9889,Emmanuel,per
9893,Bosnia-Herzegovina,gpe
9900,Bosnian,gpe
9901,Serb,gpe
9910,1995,tim
9917,Bosnian,gpe
9920,Srebrenica,geo
9929,Dragan,per
9930,Neskovic,per
9933,Wednesday,tim
9939,Bijeljina,geo
9961,Serb,gpe
9964,July,tim
9965,1995,tim
9974,United,org
9975,Nations,org
9980,Srebrenica,geo
9989,World,eve
9990,War,eve
9991,II,eve
9994,U.N.,org
10000,Hague,geo
10005,Serbs,gpe
10015,Bosnian,gpe
10016,Serb,gpe
10018,Radovan,per
10019,Karadzic,per
10035,Bosnian,gpe
10042,2005,tim
10052,China,geo
10055,Xinhua,org
10088,Shaanxi,geo
10099,Xinhua,org
10148,Shaanxi,org
10149,Provincial,org
10150,Archaeological,org
10151,Research,org
10152,Institute,org
10166,Neolithic,tim
10173,New,tim
10174,Stone,tim
10175,Age,tim
10178,United,org
10179,Nations,org
10190,Thailand,geo
10199,Muslim,org
10202,Philip,per
10203,Alston,per
10211,October,tim
10212,25,tim
10220,Thailand,geo
10242,Thailand,gpe
10247,Mr.,per
10248,Alston,per
10254,Thailand,gpe
10257,King,per
10258,Bhumibol,per
10259,Adulyadej,per
10300,January,tim
10307,Thailand,geo
10314,Israeli,gpe
10319,Palestinians,gpe
10323,Gaza,geo
10324,Strip,geo
10334,Friday,tim
10341,Gaza,geo
10343,Israel,geo
10345,Israeli,gpe
10374,Israeli,gpe
10377,Palestinian,gpe
10380,Israeli,gpe
10384,Palestinians,gpe
10385,Thursday,tim
10392,West,geo
10393,Bank,geo
10396,Nablus,geo
10409,al-Aqsa,org
10410,Martyrs,org
10411,',org
10412,Brigades,org
10420,Fatah,org
10421,Party,org
10423,Palestinian,gpe
10424,President,per
10425,Mahmoud,per
10426,Abbas,per
10429,Hamas,org
10430,Prime,per
10431,Minister,per
10432,Ismail,per
10433,Haniyeh,per
10434,Friday,tim
10437,Israeli,gpe
10443,Nablus,geo
10450,U.S.,gpe
10454,Horn,geo
10456,Africa,geo
10467,Afghanistan,geo
10469,Iraq,geo
10474,Africa,geo
10476,Major,per
10477,General,per
10478,Timothy,per
10479,Ghormley,per
10491,Africa,geo
10505,General,per
10506,Ghormley,per
10513,Djibouti,geo
10533,U.S.,gpe
10539,Somalia,geo
10559,Ethiopian,gpe
10560,Prime,per
10561,Minister,per
10562,Meles,per
10563,Zenawi,per
10566,al-Qaida,org
10573,Somalia,gpe
10577,Mogadishu,geo
10579,Ugandan,gpe
10580,Lord,org
10581,'s,org
10582,Resistance,org
10583,Army,org
10600,International,org
10601,Criminal,org
10602,Court,org
10604,James,per
10605,Obita,per
10618,VOA,org
10631,Ugandan,gpe
10634,Thursday,tim
10636,Juba,geo
10639,Sudan,geo
10673,Uganda,geo
10675,LRA,org
10691,International,org
10692,Criminal,org
10693,Court,org
10706,LRA,org
10739,April,tim
10745,al-Qaida,org
10747,Iraq,geo
10750,Iraqi,gpe
10761,Islamic,gpe
10762,State,gpe
10763,of,gpe
10764,Iraq,geo
10774,Abu,per
10775,Omar,per
10776,al-Baghdadi,per
10796,Iraqi,gpe
10804,al-Baghdadi,per
10807,Iraqi,gpe
10813,Sunni,org
10818,Iraqi,gpe
10821,Baghdad,geo
10824,United,gpe
10825,States,gpe
10832,Iraqi,gpe
10860,U.S.,gpe
10863,General,per
10864,Kevin,per
10865,Bergner,per
10869,al-Baghdadi,per
10886,Iraqi,gpe
10894,al-Qaida,org
10896,Iraq,geo
10898,U.S.,gpe
10914,U.S.,gpe
10918,Guantanamo,geo
10919,Bay,geo
10921,Cuba,geo
10923,Air,org
10924,Force,org
10925,Brigadier,per
10926,General,per
10927,Thomas,per
10928,Hemingway,per
10930,Wednesday,tim
10943,American,gpe
11002,U.S.,gpe
11012,Guantanamo,geo
11025,Center,org
11026,for,org
11027,Constitutional,org
11028,Rights,org
11047,Afghanistan,geo
11051,Afghan,gpe
11055,Taleban,org
11063,Kandahar,geo
11067,Afghan,gpe
11068,Army,org
11078,Pakistani,gpe
11094,Afghanistan,geo
11097,Taleban,org
11110,Afghan,gpe
11126,Palestinian,gpe
11140,Israel,geo
11146,Sunday,tim
11148,Hamas,org
11151,Popular,org
11152,Resistance,org
11153,Committees,org
11166,March,tim
11168,Palestinian,org
11169,Authority,org
11170,President,per
11171,Mahmoud,per
11172,Abbas,per
11175,al-Aqsa,org
11176,Martyrs,org
11177,Brigades,org
11179,Islamic,org
11180,Jihad,org
11196,Israel,geo
11206,Gaza,geo
11207,Strip,geo
11212,United,org
11213,Nations,org
11244,Gaza,geo
11247,Italian,gpe
11250,Khan,geo
11251,Younis,geo
11261,Iraq,geo
11266,al-Qaida,org
11277,Sunni,geo
11278,Arab,geo
11281,Adnan,per
11282,al-Dulaymi,per
11284,U.S.,geo
11299,Baghdad,geo
11301,Green,geo
11302,Zone,geo
11321,Mr.,per
11322,Dulaymi,per
11327,Iraqi,gpe
11347,Friday,tim
11349,Iraqi,gpe
11355,Baghdad,geo
11377,Sunday,tim
11384,Tal,geo
11385,Afar,geo
11391,Saturday,tim
11402,U.S.,gpe
11406,Iraqi,gpe
11412,al-Qaida,org
11414,Iraq,geo
11423,Wednesday,tim
11434,Baghdad,geo
11436,Kirkuk,geo
11444,Tarmiyah,geo
11446,Judaidah,geo
11451,U.S.,org
11452,Special,org
11453,Forces,org
11456,Iraqi,gpe
11464,U.S.,gpe
11468,Iraqi,gpe
11479,Baghdad,geo
11481,Sadr,geo
11482,City,geo
11489,Shi'ite,org
11491,Moqtada,per
11492,al-Sadr,per
11494,U.S.,gpe
11496,Iraqi,gpe
11501,Shi'ite,org
11504,Sadr,geo
11505,City,geo
11519,United,org
11520,Nations,org
11535,Zalinge,geo
11538,Sudan,geo
11540,Darfur,geo
11544,U.N.,org
11564,Thursday,tim
11574,Friday,tim
11577,Ron,per
11578,Redmond,per
11594,Darfur,geo
11599,Redmond,per
11623,North,geo
11624,Darfur,geo
11631,Sudan,gpe
11635,U.N.,org
11639,Darfur,geo
11647,U.N.,org
11673,Iraq,gpe
11689,Sunni,org
11695,Saddam,per
11696,Hussein,per
11701,Sunni,org
11702,Human,org
11703,Rights,org
11705,Hashem,per
11706,Ashibli,per
11737,Sunni,gpe
11738,Arab,gpe
11740,Saadoun,per
11741,al-Dulaimi,per
11754,Ibrahim,per
11755,Bahr,per
11756,al-Uloum,per
11789,Iraqi,gpe
11799,Transportation,org
11800,Ministry,org
11801,Zoba,per
11802,Yass,per
11808,Baghdad,geo
11812,U.S.,gpe
11825,Sunday,tim
11832,al-Qaim,geo
11835,U.S.,gpe
11868,Thursday,tim
11918,Friday,tim
11949,U.S.,gpe
11966,Thursday,tim
11992,2008,tim
12014,Monday,tim
12023,Pakistan,geo
12025,Punjab,geo
12031,Mian,geo
12032,Channu,geo
12081,Muslim,org
12124,Pakistani,gpe
12125,Prime,per
12126,Minister,per
12127,Yusuf,per
12128,Raza,per
12129,Gilani,per
12142,U.S.,gpe
12149,Luis,per
12150,Posada,per
12151,Carriles,per
12156,CIA,org
12159,Cuba,geo
12161,U.S.,gpe
12166,Posada,per
12167,Carriles,per
12169,May,tim
12177,Mexico,geo
12179,Posada,per
12180,Carriles,per
12184,Venezuela,geo
12191,1976,tim
12192,Cuban,gpe
12206,Venezuelan,gpe
12229,May,tim
12231,U.S.,gpe
12235,Venezuelan,gpe
12248,Cuban,gpe
12252,Venezuelan,gpe
12255,Pakistani,gpe
12256,President,per
12257,Pervez,per
12258,Musharraf,per
12264,Pakistanis,gpe
12291,Pakistan,gpe
12305,Thursday,tim
12307,General,per
12308,Musharraf,per
12370,Pakistan,gpe
12390,General,per
12391,Musharraf,per
12396,Pakistan,geo
12410,U.S.,gpe
12432,Americans,gpe
12447,U.S.,gpe
12448,Centers,org
12449,for,org
12450,Disease,org
12451,Control,org
12463,United,geo
12464,States,geo
12473,CDC,org
12478,U.S.,gpe
12505,2003,tim
12506,SARS,nat
12508,Severe,nat
12509,Acute,nat
12510,Respiratory,nat
12511,Syndrome,nat
12556,Asia,geo
12558,2003,tim
12560,Pakistani,gpe
12580,Shi'ite,org
12581,Muslim,org
12592,Saud,per
12593,Aziz,per
12605,Agha,per
12606,Ziauddin,per
12611,Gilgit,geo
12613,January,tim
12621,Rawalpindi,geo
12644,Sunni,org
12645,Muslim,org
12646,Lashkar-e-Jhangvi,org
12654,Shi'ite,org
12676,Pakistani,gpe
12677,Shi'ite,org
12678,Muslims,org
12690,al-Qaida,org
12697,Latvia,art
12703,Latgalians,org
12709,Baltic,geo
12718,Latvian,gpe
12726,A.D.,tim
12737,Germans,gpe
12739,Poles,gpe
12741,Swedes,gpe
12746,Russians,gpe
12749,Latvian,gpe
12753,World,eve
12754,War,eve
12755,I,eve
12763,USSR,gpe
12765,1940,tim
12773,US,gpe
12779,Latvia,gpe
12784,1991,tim
12790,Soviet,gpe
12791,Union,gpe
12796,Russian,gpe
12800,1994,tim
12806,Russian,gpe
12820,Moscow,gpe
12822,Latvia,gpe
12825,NATO,org
12828,EU,org
12833,2004,tim
12835,Bolivia,gpe
12846,Latin,geo
12847,America,geo
12857,1980s,tim
12874,1990s,tim
12878,2003,tim
12879,-,tim
12880,5,tim
12901,Bolivia,gpe
12915,2005,tim
12968,2008,tim
12974,2009,tim
12980,Bolivia,gpe
12987,South,geo
12988,America,geo
12993,2010,tim
13032,Bolivian,gpe
13038,Swazis,gpe
13041,Africa,geo
13046,British,gpe
13057,1968,tim
13065,1990s,tim
13067,King,per
13068,MSWATI,per
13069,III,per
13104,2006,tim
13117,African,gpe
13118,United,org
13119,Democratic,org
13120,Party,org
13132,2006,tim
13147,2007,tim
13149,Swaziland,gpe
13152,Botswana,gpe
13162,HIV,nat
13164,AIDS,nat
13172,Spanish,gpe
13178,British,gpe
13183,19th,tim
13184,century,tim
13200,1834,tim
13212,India,geo
13214,1845,tim
13216,1917,tim
13234,Trinidad,geo
13236,1910,tim
13246,1962,tim
13258,Caribbean,geo
13274,Tobago,geo
13723,Somali,gpe
13730,Spanish,gpe
13735,Spanish,gpe
13743,Spain,geo
13749,Spanish,gpe
13752,Fernando,per
13753,Andreu,per
13757,Somali,gpe
13761,Friday,tim
13775,Kenyan,gpe
13792,Spain,geo
13795,Spanish,gpe
13804,Somalia,geo
13805,Wednesday,tim
13820,France,geo
13837,Kenya,geo
13846,Friday,tim
13848,China,org
13876,Xinhua,org
13882,China,org
13884,Health,org
13885,Ministry,org
13947,China,org
13949,Health,per
13950,Minister,per
13951,Gao,per
13952,Qiang,per
13959,Saturday,tim
14003,Norwegian,gpe
14006,Svalbard,geo
14008,Norway,gpe
14012,Jens,per
14013,Stoltenberg,per
14015,Nobel-Prize,art
14018,Wangari,per
14019,Maathai,per
14021,Tuesday,tim
14080,Norwegian,gpe
14084,9,tim
14112,Iraqi,gpe
14124,Wednesday,tim
14126,Baghdad,geo
14133,Iraq,geo
14154,Baghdad,geo
14158,Abu,org
14159,Musab,org
14160,al-Zarqawi,per
14164,al-Qaida,org
14166,Iraq,geo
14179,Australian,gpe
14183,U.S.,geo
14200,North,geo
14206,Kirkuk,geo
14222,Irbil,geo
14241,Dohuk,geo
14266,Baghdad,geo
14269,Hilla,geo
14272,Israeli,gpe
14276,Gaza,geo
14277,Strip,geo
14282,Islamic,geo
14283,Jihad,geo
14296,Islamic,org
14297,Jihad,org
14305,Israel,geo
14308,Israeli,gpe
14312,Thursday,tim
14318,Jabaliya,geo
14326,Islamic,geo
14327,Jihad,geo
14330,Palestinians,gpe
14334,Shahdi,geo
14335,Mohanna,geo
14338,Islamic,geo
14339,Jihad,geo
14344,Gaza,geo
14345,Strip,geo
14351,Islamic,geo
14352,Jihad,geo
14372,Thursday,tim
14374,Israeli,gpe
14375,Prime,per
14376,Minister,per
14377,Ariel,per
14378,Sharon,per
14389,Palestinian,gpe
14407,Palestinian,gpe
14409,Mahmoud,per
14410,Abbas,per
14424,Afghan,gpe
14428,Taliban,org
14447,British,gpe
14450,Reuters,org
14453,Guardian,org
14488,Afghans,gpe
14497,Kabul,geo
14499,May,tim
14500,29,tim
14521,Afghan,gpe
14522,President,per
14523,Hamid,per
14524,Karzai,per
14527,U.S.,gpe
14529,Barack,per
14530,Obama,per
14532,Washington,geo
14536,Russia,geo
14542,Su-24,art
14556,Air,org
14557,force,org
14560,Thursday,tim
14572,Far,geo
14573,East,geo
14574,Khabarovsk,geo
14594,Russian,gpe
14663,Crimea,geo
14671,U.S.,org
14675,Sevastopol,geo
14678,Ukrainian,gpe
14681,Russia,org
14692,Sevastopol,geo
14698,NATO,org
14710,Wednesday,tim
14712,Ukraine,geo
14717,U.S.,org
14727,Black,org
14728,Sea,org
14739,Sevastopol,geo
14754,Ukraine,org
14756,Russia,org
14762,2017,tim
14764,Ukraine,geo
14769,NATO,org
14776,Moscow,org
14792,Russia,geo
14796,Egypt,gpe
14808,Cairo,geo
14809,Sunday,tim
14817,Muslim,org
14818,Brotherhood,org
14825,Egyptian,gpe
14841,Cairo,geo
14877,Cairo,geo
14880,Egyptian,gpe
14886,Brotherhood,org
14893,Muslim,org
14894,Brotherhood,org
14898,Egypt,org
14913,1954,tim
14931,Brotherhood,geo
14937,Egypt,geo
14941,Russia,geo
14956,Monday,tim
14958,Russian,gpe
14965,Topol-M,art
14976,Ivanov,per
14985,Russia,org
15000,Topol,art
15009,Topol,art
15015,Russian,gpe
15020,1990s,tim
15063,Afghanistan,geo
15085,Wednesday,tim
15118,Kabul,geo
15136,Wednesday,tim
15142,eastern,geo
15143,Afghanistan,geo
15155,Khost,geo
15174,Afghan,gpe
15182,American,gpe
15191,U.S.,geo
15194,Arizona,geo
15197,Minuteman,org
15198,Project,org
15212,U.S.,geo
15215,Mexico,geo
15217,James,per
15218,Gilchrist,per
15221,Minuteman,org
15226,U.S.,geo
15237,Washington,org
15238,Times,org
15243,Mara,geo
15244,Salvatrucha,geo
15246,MS-13,geo
15256,Arizona,geo
15271,Tombstone,tim
15272,Friday,tim
15285,National,org
15286,Alliance,org
15287,for,org
15288,Human,org
15289,Rights,org
15297,Minuteman,org
15298,Project,org
15309,Arizona,geo
15311,MS-13,geo
15330,Central,org
15331,and,org
15332,South,org
15333,America,org
15336,United,geo
15337,States,geo
15340,World,org
15341,Bank,org
15353,Colombia,geo
15369,Thursday,tim
15406,Colombia,geo
15409,Bank,org
15416,Colombia,org
15443,El,org
15444,Salvador,org
15446,27,tim
15456,Red,org
15457,Solidaria,org
15464,Salvadorans,gpe
15476,Italian,gpe
15481,Prime,per
15483,Silvio,per
15484,Berlusconi,per
15500,Sunday,tim
15512,Tuesday,tim
15514,Mr.,per
15515,Berlusconi,per
15548,Mr.,per
15549,Berlusconi,per
15564,Romano,per
15565,Prodi,per
15577,Mr.,per
15578,Berlusconi,per
15580,Prodi,per
15587,Prodi,per
15608,Sunday,tim
15610,Monday,tim
15626,Iraqi,gpe
15633,Baghdad,geo
15634,Saturday,tim
15646,Shi'ite,geo
15647,Muslim,geo
15656,New,org
15657,Baghdad,org
15665,Iraqi,gpe
15676,Shi'ite,org
15680,Iraq,geo
15686,Karbala,geo
15690,Ashura,eve
15698,each,tim
15710,Prophet,per
15711,Muhammad,per
15729,Friday,tim
15742,eastern,geo
15743,Baghdad,geo
15746,Sadr,geo
15747,City,geo
15757,Mosul,geo
15765,Christmas,eve
15771,America,geo
15777,Moses,per
15778,Bittok,per
15783,Mr.,per
15784,Bittok,per
15789,Kenya,geo
15792,United,geo
15793,States,geo
15810,Iowa,geo
15828,U.S.,org
15838,Mr.,per
15839,Bittok,per
15873,America,geo
15877,Japanese,gpe
15882,U.N.,org
15886,North,geo
15887,Korea,gpe
15889,Pyongyang,gpe
15895,Shinzo,per
15896,Abe,per
15902,Japan,gpe
15905,Liberal,org
15906,Democratic,org
15907,Party,org
15910,Sunday,tim
15919,Tokyo,gpe
15924,North,geo
15925,Korea,gpe
15931,U.S.,gpe
15936,North,geo
15937,Korea,gpe
15959,Kilju,geo
15966,Fox,org
15967,News,org
15968,Sunday,tim
15970,U.S.,gpe
15971,National,org
15972,Security,org
15973,Adviser,org
15974,Stephen,per
15975,Hadley,per
15989,Washington,gpe
16000,North,geo
16001,Korean,gpe
16004,North,geo
16005,Korea,gpe
16024,Iraq,geo
16032,Baghdad,geo
16034,Monday,tim
16058,Green,org
16059,Zone,org
16066,Iraqi,gpe
16069,U.S.,geo
16081,U.S.,geo
16103,Obeidi,per
16107,Syrian,gpe
16118,U.S.,geo
16120,Iraqi,gpe
16127,Euphrates,geo
16128,River,geo
16152,Sunday,tim
16154,Iraq,geo
16156,Sunni,geo
16157,Arab,geo
16184,European,org
16185,Union,org
16186,Health,org
16188,Markos,per
16189,Kypriano,per
16192,EU,org
16205,120,tim
16209,EU,org
16214,Beijing,geo
16215,Tuesday,tim
16236,World,org
16237,Bank,org
16238,and,org
16239,World,org
16240,Health,org
16241,Organization,org
16266,United,geo
16267,States,geo
16275,Wednesday,tim
16277,Swiss,gpe
16279,Roche,per
16287,Tamiflu,geo
16310,World,org
16311,Health,org
16312,Organization,org
16315,Margaret,per
16316,Chan,per
16339,Inter-American,org
16340,Development,org
16341,Bank,org
16345,Haitian,gpe
16361,2006,tim
16366,Tuesday,tim
16371,Haiti,geo
16394,United,geo
16395,States,geo
16399,Haitian,gpe
16402,Boston,geo
16404,Miami,geo
16407,New~York,geo
16414,Canada,geo
16416,France,org
16420,Bahamas,geo
16463,Ukraine,geo
16465,Prime,per
16466,Minister,per
16467,Yury,per
16468,Yekhanurov,per
16479,Russia,org
16491,from,tim
16492,Saturday,tim
16493,to,tim
16494,Wednesday,tim
16497,Mr.,per
16498,Yekhanurov,org
16513,Ukraine,org
16516,Russia,org
16552,January,tim
16553,4,tim
16557,three-day,tim
16560,Russian,gpe
16564,Ukraine,geo
16573,Ukraine,geo
16584,Chinese,gpe
16600,Xinhua,org
16605,State,org
16606,Council,org
16609,Friday,tim
16627,first,tim
16628,quarter,tim
16630,China,geo
16643,first,tim
16644,quarter,tim
16654,2006,tim
16657,Chinese,gpe
16672,two,tim
16717,end,tim
16718,of,tim
16719,March,tim
16726,Burma,gpe
16733,Burmese,gpe
16738,Japanese,gpe
16747,Burma,org
16748,Media,org
16749,Association,org
16757,two,tim
16759,of,tim
16760,detention,tim
16783,Monday,tim
16791,Rangoon,geo
16799,Korean,gpe
16806,Aung,org
16807,Shwe,org
16808,Oo,org
16813,Daw,per
16814,Sint,per
16815,Sint,per
16816,Aung,per
16821,Nippon,org
16822,News,org
16823,Network,org
16824,'s,org
16825,Bangkok,org
16831,Indian,geo
16832,Ocean,geo
16852,December,tim
16853,26,tim
16863,British,gpe
16866,HMS,per
16867,Scott,per
16877,Indonesia,geo
16879,Sumatra,geo
16880,Island,geo
16883,January,tim
16955,House,org
16956,committee-chairman,org
16966,Ohio,gpe
16967,Representative,org
16968,Bob,per
16969,Ney,per
16977,House,org
16981,recent,tim
16989,Sunday,tim
17011,House,org
17012,Administration,org
17013,Committee,org
17015,Ney,per
17025,Jack,per
17026,Abramoff,per
17041,Abramoff,per
17051,Ney,per
17056,Texas,gpe
17058,Tom,per
17059,DeLay,per
17063,House,org
17064,Majority,org
17065,Leader,org
17078,DeLay,per
17083,Abramoff,per
17096,Abramoff,per
17107,July,tim
17108,21,tim
17111,London,geo
17119,Italy,geo
17121,Britain,geo
17127,Hamdi,per
17128,Issac,per
17133,Osman,per
17134,Hussain,per
17137,Rome,geo
17139,Ciampino,geo
17142,midday,tim
17143,Thursday,tim
17146,London,geo
17148,Italian,gpe
17152,British,gpe
17155,Rome,geo
17160,July,tim
17161,21,tim
17172,London,geo
17173,two,tim
17183,British,gpe
17186,Hamdi,per
17187,Issac,per
17214,Italy,geo
17223,September,tim
17224,13,tim
17228,Mississippi,geo
17229,River,geo
17240,Illinois,geo
17251,United,geo
17252,States,geo
17255,Army,org
17256,Corps,org
17257,of,org
17258,Engineers,org
17265,U.S.,geo
17281,Central,geo
17282,U.S.,geo
17299,Iowa,geo
17314,National,org
17315,Guard,org
17328,Iowa,org
17349,White,org
17350,House,org
17351,Tuesday,tim
17353,U.S.,org
17354,President,per
17355,George,per
17356,Bush,per
17368,Iowa,geo
17369,Thursday,tim
17376,U.S.,geo
17391,U.S.,org
17395,Iraq,geo
17403,General,per
17405,Iraq,geo
17406,Reconstruction,geo
17425,fourth,tim
17426,quarter,tim
17427,of,tim
17428,2004,tim
17458,Iraq,geo
17479,U.S.,org
17480,Congress,org
17488,U.S.,org
17489,Labor,org
17490,Department,org
17500,U.S.,org
17505,Chilean,gpe
17507,Augusto,per
17508,Pinochet,per
17523,Victor,per
17524,Montiglio,per
17526,General,org
17527,Pinochet,org
17542,of,tim
17543,his,tim
17544,1973,tim
17545,to,tim
17546,1990,tim
17561,Operation,per
17562,Colombo,per
17574,Mr.,per
17575,Montiglio,per
17578,Thursday,tim
17596,Manuel,per
17597,Contreras,per
17608,Pinochet,org
17617,two,tim
17624,General,org
17625,Pinochet,org
17631,Friday,tim
17640,Wednesday,tim
17670,South,org
17671,American,org
17674,Mercosur,org
17678,Venezuela,geo
17682,Venezuela,org
17691,Argentina,org
17693,Brazil,org
17695,Paraguay,org
17697,Uruguay,org
17703,Tuesday,tim
17711,Venezuela,org
17739,Bolivian,gpe
17740,President,per
17741,Evo,per
17742,Morales,per
17753,Brazilian,gpe
17755,Luiz,per
17756,Inacio,per
17757,Lula,per
17758,da,per
17759,Silva,per
17768,Brazil,geo
17770,Bolivia,geo
17776,Mercosur,geo
17780,1991,tim
17784,Paraguay,org
17786,President,per
17787,Nicanor,per
17788,Duarte,per
17802,Brazil,org
17804,Argentina,org
17810,Indonesia,geo
17812,Aceh,geo
17816,midnight,tim
17817,Saturday,tim
17820,1657,tim
17821,UTC,tim
17843,Indian,geo
17844,Ocean,geo
17855,Banda,geo
17856,Aceh,geo
17898,Aceh,geo
17901,December,tim
17902,26,tim
17907,U.S.,org
17908,Geological,org
17909,Survey,org
17918,Indian,geo
17919,Ocean,geo
17925,Aceh,geo
17927,U.S.,org
17932,President,per
17933,Bush,per
17938,Social,org
17939,Security,org
17949,70th,tim
17950,anniversary,tim
17952,Senator,per
17953,John,per
17954,Kerry,per
17969,Spanish,art
17970,Saturday,tim
17989,Senator,per
17990,Ken,per
17991,Salazar,per
17994,Colorado,geo
18002,Saturday,tim
18024,President,per
18025,Bush,per
18040,few,tim
18041,decades,tim
18060,Social,org
18061,Security,org
18074,African,gpe
18081,Gulf,geo
18082,of,geo
18083,Aden,geo
18088,Yemen,geo
18106,Yemeni,gpe
18113,Somalia,geo
18125,Somalians,per
18145,Somalia,geo
18174,Yemeni,gpe
18184,U.N.,org
18185,High,org
18186,Commissioner,org
18187,for,org
18188,Refugees,org
18214,Afghanistan,geo
18222,Afghan,gpe
18233,1990s,tim
18237,Abdul,org
18238,Saboor,org
18239,Farid,org
18243,Wednesday,tim
18251,Kabul,org
18253,Mr.,per
18254,Farid,per
18256,Afghanistan,geo
18261,one,tim
18264,1992,tim
18308,Afghan,gpe
18311,Thursday,tim
18313,Kabul,org
18323,Taleban,org
18334,British,gpe
18339,British,gpe
18347,Afghanistan,geo
18358,NATO,org
18372,Taleban,org
18377,Iraq,geo
18385,Sunday,tim
18388,Baghdad,geo
18402,Baquba,geo
18408,Balad,per
18409,Ruz,per
18434,Saturday,tim
18435,U.S.,geo
18450,Baiji,geo
18454,Iraq,geo
18466,Ibrahim,per
18467,Ali,per
18468,al-Nuimei,per
18479,Kirkuk,geo
18491,Saddam,per
18492,Hussein,per
18497,Tuesday,tim
18506,Western,org
18507,diplomat,org
18513,Baathist,org
18519,United,org
18520,States,org
18521,Government,org
18523,Wednesday,tim
18525,May,tim
18526,14,tim
18540,Endangered,art
18541,Species,art
18542,Act,art
18544,Bush,per
18588,Paul,per
18589,Sisco,per
18592,Iranian,gpe
18599,U.N.,org
18600,International,org
18601,Atomic,org
18602,Energy,org
18603,Agency,org
18607,Iran,geo
18614,Saturday,tim
18618,Iranian,gpe
18627,August,tim
18628,6,tim
18639,United,org
18640,Nations,org
18648,Iran,org
18670,Arak,geo
18694,U.N.,org
18695,Security,org
18696,Council,org
18704,Iran,org
18715,United,org
18716,States,org
18722,Iran,org
18731,Iran,org
18750,Iraq,geo
18755,U.S.,geo
18759,Donald,per
18760,Rumsfeld,per
18766,American,gpe
18787,Baghdad,geo
18806,Shi'ite,org
18812,Balad,geo
18813,Ruz,geo
18817,Baghdad,geo
18819,Abu,per
18820,Musab,per
18821,al-Zarqawi,per
18838,American,gpe
18848,western,geo
